nome,link,scontato,prezzo,genere,categoria,mat1,mat2,colore1,colore2,id_prodotto,differenza_prezzo
Sandalo donna comodo in pelle nero k35181z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-nero-k35181z-k35181z-251627.html,111.92,139.9,Donna,Cerimonia,pelle,,nero,,k35181z,27.980000000000004
Sandalo donna comodo in tessuto rosa k35182z,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-rosa-k35182z-k35182z-251614.html,103.92,129.9,Donna,Cerimonia,tessut,,rosa,,k35182z,25.980000000000004
Sandalo donna comodo in tessuto argento k35182z,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-argento-k35182z-k35182z-251682.html,103.92,129.9,Donna,Cerimonia,tessut,,argento,,k35182z,25.980000000000004
Décolleté donna cinturino incrociato in tessuto galassia blu notte e1631zv,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-galassia-blu-notte-e1631zv-e1631zv-247204.html,143.91,159.9,Donna,Cerimonia,tessut,,blu,,e1631zv,15.990000000000009
Décolleté donna  in pelle wash rosa contour d160zv,https://www.melluso.com/it/decollete-donna-in-pelle-wash-rosa-contour-d160zv-d160zv-247748.html,134.91,149.9,Donna,Cerimonia,pelle,,rosa,,d160zv,14.990000000000009
Décolleté donna slingback in pelle nude d188,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nude-d188-d188-246626.html,134.91,149.9,Donna,Cerimonia,pelle,,nude,,d188,14.990000000000009
Décolleté donna slingback in tessuto galassia nero d168zv,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-nero-d168zv-d168zv-247471.html,134.91,149.9,Donna,Cerimonia,tessut,,nero,,d168zv,14.990000000000009
Décolleté donna slingback in pelle argento d168zv,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-argento-d168zv-d168zv-247402.html,134.91,149.9,Donna,Cerimonia,pelle,,argento,,d168zv,14.990000000000009
Décolleté donna slingback in pelle nero d188,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nero-d188-d188-246085.html,134.91,149.9,Donna,Cerimonia,pelle,,nero,,d188,14.990000000000009
Décolleté donna slingback in tessuto galassia argento e1634zv,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-argento-e1634zv-e1634zv-247194.html,143.91,159.9,Donna,Cerimonia,tessut,,argento,,e1634zv,15.990000000000009
Sandalo donna comodo in pelle bianco e argento k35157z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-bianco-e-argento-k35157z-k35157z-243833.html,111.92,139.9,Donna,Cerimonia,pelle,,bianco,argento,k35157z,27.980000000000004
Décolleté donna slingback in pelle rosa contour d165zv,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-rosa-contour-d165zv-d165zv-247750.html,134.91,149.9,Donna,Cerimonia,pelle,,rosa,,d165zv,14.990000000000009
Décolleté donna slingback in pelle platino d166z,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-platino-d166z-d166z-245714.html,125.91,139.9,Donna,Cerimonia,pelle,,platino,,d166z,13.990000000000009
Sandalo donna elegante cerimonia in tessuto phard j585z,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-phard-j585z-j585z-249350.html,104.93,149.9,Donna,Sandali,tessut,,,,j585z,44.97
Sandalo donna elegante cerimonia in tessuto nero j585z,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-nero-j585z-j585z-249358.html,104.93,149.9,Donna,Sandali,tessut,,nero,,j585z,44.97
Sandalo donna comodo in pelle nero e grigio k35157z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-nero-e-grigio-k35157z-k35157z-245640.html,111.92,139.9,Donna,Sandali,pelle,,nero,grigio,k35157z,27.980000000000004
Sandalo donna comodo in camoscio e tessuto beige e platino k35157z,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-e-tessuto-beige-e-platino-k35157z-k35157z-251623.html,111.92,139.9,Donna,Sandali,camoscio,tessut,beige,platino,k35157z,27.980000000000004
Sandalo donna comodo in camoscio nero n653,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-nero-n653-n653-244786.html,92.0,115.0,Donna,Sandali,camoscio,,nero,,n653,23.0
Sandalo donna comodo incrocio in pelle bianco latte r80420z,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-bianco-latte-r80420z-r80420z-245539.html,87.92,109.9,Donna,Sandali,pelle,,bianco,latte,r80420z,21.980000000000004
Sandalo donna in tessuto bronzo r80439,https://www.melluso.com/it/sandalo-donna-in-tessuto-bronzo-r80439-r80439-244124.html,79.92,99.9,Donna,Sandali,tessut,,bronzo,,r80439,19.980000000000004
Sandalo donna in pelle bianco k35507z,https://www.melluso.com/it/sandalo-donna-in-pelle-bianco-k35507z-k35507z-244836.html,97.93,139.9,Donna,Sandali,pelle,,bianco,,k35507z,41.97
Sandalo donna in pelle blu k56062z,https://www.melluso.com/it/sandalo-donna-in-pelle-blu-k56062z-k56062z-243124.html,71.92,89.9,Donna,Sandali,pelle,,blu,,k56062z,17.980000000000004
Sandalo donna comodo in camoscio beige n653,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-beige-n653-n653-243622.html,92.0,115.0,Donna,Sandali,camoscio,,beige,,n653,23.0
Sandalo donna comodo in pelle beige kiss n622z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-beige-kiss-n622z-n622z-244823.html,125.91,139.9,Donna,Sandali,pelle,,beige,kiss,n622z,13.990000000000009
Sandalo donna comodo in pelle rosso n622z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-rosso-n622z-n622z-246755.html,125.91,139.9,Donna,Sandali,pelle,,rosso,,n622z,13.990000000000009
Sandalo donna comodo in camoscio nero n647z,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-nero-n647z-n647z-252860.html,127.92,159.9,Donna,Sandali,camoscio,,nero,,n647z,31.980000000000004
Sandalo donna comodo in camoscio beige n647z,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-beige-n647z-n647z-252863.html,127.92,159.9,Donna,Sandali,camoscio,,beige,,n647z,31.980000000000004
Sandalo donna comodo in pelle laminato nude n647z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-laminato-nude-n647z-n647z-252913.html,127.92,159.9,Donna,Sandali,pelle,,nude,,n647z,31.980000000000004
Sandalo donna in pelle beige r80547z,https://www.melluso.com/it/sandalo-donna-in-pelle-beige-r80547z-r80547z-244140.html,97.93,139.9,Donna,Sandali,pelle,,beige,,r80547z,41.97
Sandalo donna in pelle nero r80547z,https://www.melluso.com/it/sandalo-donna-in-pelle-nero-r80547z-r80547z-246678.html,97.93,139.9,Donna,Sandali,pelle,,nero,,r80547z,41.97
Sandalo donna in camoscio blu r80555,https://www.melluso.com/it/sandalo-donna-in-camoscio-blu-r80555-r80555-244151.html,83.93,119.9,Donna,Sandali,camoscio,,blu,,r80555,35.97
Sandalo donna in camoscio bianco r80555,https://www.melluso.com/it/sandalo-donna-in-camoscio-bianco-r80555-r80555-245187.html,83.93,119.9,Donna,Sandali,camoscio,,bianco,,r80555,35.97
Sandalo donna in tessuto glitter blu oceano k35174w,https://www.melluso.com/it/sandalo-donna-in-tessuto-glitter-blu-oceano-k35174w-k35174z-243844.html,111.92,139.9,Donna,Sandali,tessut,,blu,,k35174w,27.980000000000004
Sandalo donna in tessuto glitter argento k35174w,https://www.melluso.com/it/sandalo-donna-in-tessuto-glitter-argento-k35174w-k35174z-245416.html,111.92,139.9,Donna,Sandali,tessut,,argento,,k35174w,27.980000000000004
Sandalo donna in tessuto glitter platino k35174w,https://www.melluso.com/it/sandalo-donna-in-tessuto-glitter-platino-k35174w-k35174z-245954.html,111.92,139.9,Donna,Sandali,tessut,,platino,,k35174w,27.980000000000004
Sandalo donna in tessuto glitter rosa k35174w,https://www.melluso.com/it/sandalo-donna-in-tessuto-glitter-rosa-k35174w-k35174z-251619.html,111.92,139.9,Donna,Sandali,tessut,,rosa,,k35174w,27.980000000000004
Sandalo donna comodo in pelle rosa k35181z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-rosa-k35181z-k35181z-251625.html,111.92,139.9,Donna,Sandali,pelle,,rosa,,k35181z,27.980000000000004
Sandalo donna comodo in pelle blu k35181z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-blu-k35181z-k35181z-251628.html,111.92,139.9,Donna,Sandali,pelle,,blu,,k35181z,27.980000000000004
Sandalo donna comodo in tessuto nero k35182z,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-nero-k35182z-k35182z-251613.html,103.92,129.9,Donna,Sandali,tessut,,nero,,k35182z,25.980000000000004
Sandalo donna anatomico in similpelle beige k95208z,https://www.melluso.com/it/sandalo-donna-anatomico-in-similpelle-beige-k95208z-k95208z-253747.html,68.0,85.0,Donna,Sandali,pelle,,beige,,k95208z,17.0
Sandalo donna anatomico in similpelle nero k95208z,https://www.melluso.com/it/sandalo-donna-anatomico-in-similpelle-nero-k95208z-k95208z-253749.html,68.0,85.0,Donna,Sandali,pelle,,nero,,k95208z,17.0
Sandalo donna anatomico in similpelle nero k95230z,https://www.melluso.com/it/sandalo-donna-anatomico-in-similpelle-nero-k95230z-k95230z-253751.html,71.92,89.9,Donna,Sandali,pelle,,nero,,k95230z,17.980000000000004
Sandalo donna anatomico in similpelle beige k95230z,https://www.melluso.com/it/sandalo-donna-anatomico-in-similpelle-beige-k95230z-k95230z-253752.html,71.92,89.9,Donna,Sandali,pelle,,beige,,k95230z,17.980000000000004
Sandalo donna anatomico in similpelle notte k95230z,https://www.melluso.com/it/sandalo-donna-anatomico-in-similpelle-notte-k95230z-k95230z-253760.html,71.92,89.9,Donna,Sandali,pelle,,,,k95230z,17.980000000000004
Sandalo donna comodo elegante in camoscio blu abyss s633z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-camoscio-blu-abyss-s633z-s633z-246382.html,119.92,149.9,Donna,Sandali,camoscio,,blu,,s633z,29.980000000000004
Sandalo donna comodo elegante in camoscio nero s633z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-camoscio-nero-s633z-s633z-246383.html,119.92,149.9,Donna,Sandali,camoscio,,nero,,s633z,29.980000000000004
Sandalo donna comodo elegante in camoscio beige s633z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-camoscio-beige-s633z-s633z-247053.html,119.92,149.9,Donna,Sandali,camoscio,,beige,,s633z,29.980000000000004
Sandalo donna comodo elegante in tessuto nero s634z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-nero-s634z-s634z-244794.html,111.92,139.9,Donna,Sandali,tessut,,nero,,s634z,27.980000000000004
Sandalo donna comodo elegante in tessuto argento s634z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-argento-s634z-s634z-246306.html,111.92,139.9,Donna,Sandali,tessut,,argento,,s634z,27.980000000000004
Sandalo donna comodo elegante in tessuto blu notte s634z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-blu-notte-s634z-s634z-246600.html,111.92,139.9,Donna,Sandali,tessut,,blu,,s634z,27.980000000000004
Sandalo donna comodo elegante in tessuto rosa phard s634z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-rosa-phard-s634z-s634z-253343.html,111.92,139.9,Donna,Sandali,tessut,,rosa,,s634z,27.980000000000004
Sandalo donna comodo il pelle latte 019147z,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-latte-019147z-019147z-244287.html,62.93,89.9,Donna,Sandali,pelle,,latte,,019147z,26.970000000000006
Sandalo donna in pelle beige 019185z,https://www.melluso.com/it/sandalo-donna-in-pelle-beige-019185z-019185z-244249.html,79.92,99.9,Donna,Sandali,pelle,,beige,,019185z,19.980000000000004
Sandalo donna in pelle nero 019185z,https://www.melluso.com/it/sandalo-donna-in-pelle-nero-019185z-019185z-245420.html,79.92,99.9,Donna,Sandali,pelle,,nero,,019185z,19.980000000000004
Sandalo donna in pelle jeans 019185z,https://www.melluso.com/it/sandalo-donna-in-pelle-jeans-019185z-019185z-246630.html,79.92,99.9,Donna,Sandali,pelle,,,,019185z,19.980000000000004
Sandalo donna in pelle cuoio 055047,https://www.melluso.com/it/sandalo-donna-in-pelle-cuoio-055047-055047-243074.html,71.92,89.9,Donna,Sandali,pelle,,cuoio,,055047,17.980000000000004
Sandalo donna in pelle nero 055047,https://www.melluso.com/it/sandalo-donna-in-pelle-nero-055047-055047-246625.html,71.92,89.9,Donna,Sandali,pelle,,nero,,055047,17.980000000000004
Sandalo donna in pelle bianco j904,https://www.melluso.com/it/sandalo-donna-in-pelle-bianco-j904-j904-244395.html,103.92,129.9,Donna,Sandali,pelle,,bianco,,j904,25.980000000000004
Sandalo donna comodo in tessuto platino r80335z,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-platino-r80335z-r80335z-244861.html,111.92,139.9,Donna,Sandali,tessut,,platino,,r80335z,27.980000000000004
Sandalo donna comodo in tessuto notte r80335z,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-notte-r80335z-r80335z-246164.html,111.92,139.9,Donna,Sandali,tessut,,,,r80335z,27.980000000000004
Sandalo donna comodo in tessuto nero r80335z,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-nero-r80335z-r80335z-246273.html,111.92,139.9,Donna,Sandali,tessut,,nero,,r80335z,27.980000000000004
Sandalo donna comodo in pelle bronzo r80338z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-bronzo-r80338z-r80338z-253397.html,103.92,129.9,Donna,Sandali,pelle,,bronzo,,r80338z,25.980000000000004
Sandalo donna comodo incrocio in pelle rosa r80424z,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-rosa-r80424z-r80424z-253862.html,87.92,109.9,Donna,Sandali,pelle,,rosa,,r80424z,21.980000000000004
Sandalo donna in pelle bianco k55427z,https://www.melluso.com/it/sandalo-donna-in-pelle-bianco-k55427z-k55427z-252375.html,76.93,109.9,Donna,Sandali,pelle,,bianco,,k55427z,32.97
Sandalo donna in pelle multi beige k56079,https://www.melluso.com/it/sandalo-donna-in-pelle-multi-beige-k56079-k56079-243135.html,71.92,89.9,Donna,Sandali,pelle,,beige,,k56079,17.980000000000004
Sandalo donna comodo il pelle bianco 019217z,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-bianco-019217z-019217z-244290.html,62.93,89.9,Donna,Sandali,pelle,,bianco,,019217z,26.970000000000006
Sandalo donna comodo il pelle platino 019217z,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-platino-019217z-019217z-244292.html,62.93,89.9,Donna,Sandali,pelle,,platino,,019217z,26.970000000000006
Sandalo donna comodo il pelle bianco 019227z,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-bianco-019227z-019227z-244855.html,79.92,99.9,Donna,Sandali,pelle,,bianco,,019227z,19.980000000000004
Sandalo donna comodo il pelle blu 019227z,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-blu-019227z-019227z-245510.html,79.92,99.9,Donna,Sandali,pelle,,blu,,019227z,19.980000000000004
Sandalo donna comodo il pelle bianco 019236,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-bianco-019236-019236-244296.html,69.93,99.9,Donna,Sandali,pelle,,bianco,,019236,29.97
Sandalo donna comodo il pelle beige latte 019240,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-beige-latte-019240-019240-244256.html,87.92,109.9,Donna,Sandali,pelle,,beige,latte,019240,21.980000000000004
Sandalo donna comodo il pelle nero 019240,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-nero-019240-019240-244357.html,87.92,109.9,Donna,Sandali,pelle,,nero,,019240,21.980000000000004
Sandalo donna comodo il pelle beige 019243,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-beige-019243-019243-244467.html,79.92,99.9,Donna,Sandali,pelle,,beige,,019243,19.980000000000004
Sandalo donna comodo il pelle blu 019243,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-blu-019243-019243-244468.html,79.92,99.9,Donna,Sandali,pelle,,blu,,019243,19.980000000000004
Sandalo donna comodo il camoscio verde 019227z,https://www.melluso.com/it/sandalo-donna-comodo-il-camoscio-verde-019227z-019227z-244264.html,79.92,99.9,Donna,Sandali,camoscio,,verde,,019227z,19.980000000000004
Sandalo donna comodo il pelle cuoio 019147z,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-cuoio-019147z-019147z-244288.html,62.93,89.9,Donna,Sandali,pelle,,cuoio,,019147z,26.970000000000006
Sandalo donna comodo il pelle bianco e cuoio 019147z,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-bianco-e-cuoio-019147z-019147z-253536.html,62.93,89.9,Donna,Sandali,pelle,,bianco,cuoio,019147z,26.970000000000006
Sandalo donna in pelle platino r80548z,https://www.melluso.com/it/sandalo-donna-in-pelle-platino-r80548z-r80548z-253382.html,101.5,145.0,Donna,Sandali,pelle,,platino,,r80548z,43.5
Sandalo donna in pelle bianco r80548z,https://www.melluso.com/it/sandalo-donna-in-pelle-bianco-r80548z-r80548z-253378.html,97.93,139.9,Donna,Sandali,pelle,,bianco,,r80548z,41.97
Sandalo donna comodo incrocio in pelle argento r80424z,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-argento-r80424z-r80424z-253068.html,87.92,109.9,Donna,Sandali,pelle,,argento,,r80424z,21.980000000000004
Sandalo donna comodo incrocio in pelle bronzo r80424z,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-bronzo-r80424z-r80424z-246351.html,87.92,109.9,Donna,Sandali,pelle,,bronzo,,r80424z,21.980000000000004
Sandalo donna comodo incrocio in pelle latte r80424z,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-latte-r80424z-r80424z-244115.html,87.92,109.9,Donna,Sandali,pelle,,latte,,r80424z,21.980000000000004
Sandalo donna comodo in pelle bianco r80421z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-bianco-r80421z-r80421z-253381.html,87.92,109.9,Donna,Sandali,pelle,,bianco,,r80421z,21.980000000000004
Sandalo donna comodo in pelle platino r80421z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-platino-r80421z-r80421z-253380.html,87.92,109.9,Donna,Sandali,pelle,,platino,,r80421z,21.980000000000004
Sandalo donna comodo in pelle rosa r80421z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-rosa-r80421z-r80421z-253379.html,87.92,109.9,Donna,Sandali,pelle,,rosa,,r80421z,21.980000000000004
Sandalo donna comodo in pelle argento r80421z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-argento-r80421z-r80421z-253069.html,87.92,109.9,Donna,Sandali,pelle,,argento,,r80421z,21.980000000000004
Sandalo donna comodo incrocio in pelle beige biscotto r80420z,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-beige-biscotto-r80420z-r80420z-253387.html,87.92,109.9,Donna,Sandali,pelle,,beige,,r80420z,21.980000000000004
Sandalo donna comodo incrocio in pelle biancor80420z,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-biancor80420z-r80420z-244847.html,87.92,109.9,Donna,Sandali,pelle,,bianco,,biancor80420z,21.980000000000004
Sandalo donna comodo incrocio in pelle nero r80420z,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-nero-r80420z-r80420z-244846.html,87.92,109.9,Donna,Sandali,pelle,,nero,,r80420z,21.980000000000004
Sandalo donna comodo in pelle blu abyss r80338z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-blu-abyss-r80338z-r80338z-246975.html,103.92,129.9,Donna,Sandali,pelle,,blu,,r80338z,25.980000000000004
